texts;coherence_results;consistency_results;relevance_results;fluency_results;comments
<br><br> Priscilla: You're in a lot of trouble, Stuart <br><br> Stu: OMG, what did I do this time? <br><br> Priscilla: I told you I needed the Microsoft Office software for my new laptop <br><br> Stu: Right, so? That's what I gave you on that disc <br><br> Priscilla: No, you silly boy, your IT friend is and idiot <br><br> Stu: What did Alex do wrong? <br><br> Priscilla: He just downloaded Open Office and some other programs and put them on a CD <br><br> Stu: Whaaaaatttt? <br><br> Priscilla: That's what he did, maybe you should have checked <br><br> Stu: Damn <br><br> Priscilla: Yeah, damn <br><br> Stu: I'll tell him <br><br> Priscilla: No way, I just bought the software online <br><br> Stu: Oh <br><br> Priscilla: If I ever tell you to make your friend Alex get me something, please shoot me in the foot <br><br> Stu: Ok... damn :( <br> -------------------------------------------------------------------------------------------------- <br><font color='blue'> Summary: </font> Priscilla told Stu that she needed the Microsoft Office software for her new laptop . Alex downloaded Open Office and some other programs and put them on a CD . Priscilla bought the software online .;5;5;5;5;Any comments?
<br><br> Priscilla: You're in a lot of trouble, Stuart <br><br> Stu: OMG, what did I do this time? <br><br> Priscilla: I told you I needed the Microsoft Office software for my new laptop <br><br> Stu: Right, so? That's what I gave you on that disc <br><br> Priscilla: No, you silly boy, your IT friend is and idiot <br><br> Stu: What did Alex do wrong? <br><br> Priscilla: He just downloaded Open Office and some other programs and put them on a CD <br><br> Stu: Whaaaaatttt? <br><br> Priscilla: That's what he did, maybe you should have checked <br><br> Stu: Damn <br><br> Priscilla: Yeah, damn <br><br> Stu: I'll tell him <br><br> Priscilla: No way, I just bought the software online <br><br> Stu: Oh <br><br> Priscilla: If I ever tell you to make your friend Alex get me something, please shoot me in the foot <br><br> Stu: Ok... damn :( <br> -------------------------------------------------------------------------------------------------- <br><font color='blue'> Summary: </font> Priscilla told Stu to get the Microsoft Office software for her new laptop. Stu used his IT friend Alex to download Open Office and some other programs and put them on a CD. Priscilla bought the software online.;5;5;5;5;Any comments?
<br><br> Priscilla: You're in a lot of trouble, Stuart <br><br> Stu: OMG, what did I do this time? <br><br> Priscilla: I told you I needed the Microsoft Office software for my new laptop <br><br> Stu: Right, so? That's what I gave you on that disc <br><br> Priscilla: No, you silly boy, your IT friend is and idiot <br><br> Stu: What did Alex do wrong? <br><br> Priscilla: He just downloaded Open Office and some other programs and put them on a CD <br><br> Stu: Whaaaaatttt? <br><br> Priscilla: That's what he did, maybe you should have checked <br><br> Stu: Damn <br><br> Priscilla: Yeah, damn <br><br> Stu: I'll tell him <br><br> Priscilla: No way, I just bought the software online <br><br> Stu: Oh <br><br> Priscilla: If I ever tell you to make your friend Alex get me something, please shoot me in the foot <br><br> Stu: Ok... damn :( <br> -------------------------------------------------------------------------------------------------- <br><font color='blue'> Summary: </font> Priscilla needs the Microsoft Office software for her new laptop. Stu is not impressed with the software.;5;2;3;5;Any comments?
<br><br> Ken: Fuck you, you pimp <br><br> Greg: What? <br><br> Ken: Fuck you man, I want my money back <br><br> Greg: Was your account hacked by some prankster? <br><br> Ken: No, I'm the prankster, just having a laugh at your expense <br><br> Greg: Well, fuck you too then XD <br> -------------------------------------------------------------------------------------------------- <br><font color='blue'> Summary: </font> ken is trying to play a prank on greg .;5;5;5;5;Any comments?
<br><br> Ken: Fuck you, you pimp <br><br> Greg: What? <br><br> Ken: Fuck you man, I want my money back <br><br> Greg: Was your account hacked by some prankster? <br><br> Ken: No, I'm the prankster, just having a laugh at your expense <br><br> Greg: Well, fuck you too then XD <br> -------------------------------------------------------------------------------------------------- <br><font color='blue'> Summary: </font> Ken: No, I'm the prankster, just having a laugh at your expense Greg: Well, fuck you too then XD Ken: Fuck you man, I want my money back Greg: Was your account hacked by some prankster? Ken: Fuck you, you pimp Greg: What?;1;5;2;3;Any comments?
<br><br> Ken: Fuck you, you pimp <br><br> Greg: What? <br><br> Ken: Fuck you man, I want my money back <br><br> Greg: Was your account hacked by some prankster? <br><br> Ken: No, I'm the prankster, just having a laugh at your expense <br><br> Greg: Well, fuck you too then XD <br> -------------------------------------------------------------------------------------------------- <br><font color='blue'> Summary: </font> Ken: Fuck you, you pimp Greg: What? Ken: Fuck you man, I want my money back Greg: Was your account hacked by some prankster? Ken: No, I'm the prankster, just having a laugh at your expense Greg: Well, fuck you too then XD;1;5;2;3;Any comments?
<br><br> Ken: Fuck you, you pimp <br><br> Greg: What? <br><br> Ken: Fuck you man, I want my money back <br><br> Greg: Was your account hacked by some prankster? <br><br> Ken: No, I'm the prankster, just having a laugh at your expense <br><br> Greg: Well, fuck you too then XD <br> -------------------------------------------------------------------------------------------------- <br><font color='blue'> Summary: </font> Ken wants Greg to pimp her money back back .;1;1;1;1;Any comments?
<br><br> Ken: Fuck you, you pimp <br><br> Greg: What? <br><br> Ken: Fuck you man, I want my money back <br><br> Greg: Was your account hacked by some prankster? <br><br> Ken: No, I'm the prankster, just having a laugh at your expense <br><br> Greg: Well, fuck you too then XD <br> -------------------------------------------------------------------------------------------------- <br><font color='blue'> Summary: </font> Ken wants to know what Greg is at his account. Ken tells him how to do it.;1;1;1;3;Any comments?
<br><br> Ken: Fuck you, you pimp <br><br> Greg: What? <br><br> Ken: Fuck you man, I want my money back <br><br> Greg: Was your account hacked by some prankster? <br><br> Ken: No, I'm the prankster, just having a laugh at your expense <br><br> Greg: Well, fuck you too then XD <br> -------------------------------------------------------------------------------------------------- <br><font color='blue'> Summary: </font> Ken wants his money back.;4;3;2;5;Any comments?
<br><br> Ken: Fuck you, you pimp <br><br> Greg: What? <br><br> Ken: Fuck you man, I want my money back <br><br> Greg: Was your account hacked by some prankster? <br><br> Ken: No, I'm the prankster, just having a laugh at your expense <br><br> Greg: Well, fuck you too then XD <br> -------------------------------------------------------------------------------------------------- <br><font color='blue'> Summary: </font> Ken's account was hacked and he wants his money back.;4;3;2;5;Any comments?
<br><br> Ken: Fuck you, you pimp <br><br> Greg: What? <br><br> Ken: Fuck you man, I want my money back <br><br> Greg: Was your account hacked by some prankster? <br><br> Ken: No, I'm the prankster, just having a laugh at your expense <br><br> Greg: Well, fuck you too then XD <br> -------------------------------------------------------------------------------------------------- <br><font color='blue'> Summary: </font> Ken wants his money back from Greg .;4;3;1;5;Any comments?
<br><br> Ken: Fuck you, you pimp <br><br> Greg: What? <br><br> Ken: Fuck you man, I want my money back <br><br> Greg: Was your account hacked by some prankster? <br><br> Ken: No, I'm the prankster, just having a laugh at your expense <br><br> Greg: Well, fuck you too then XD <br> -------------------------------------------------------------------------------------------------- <br><font color='blue'> Summary: </font> Ken wants his money back because his account was hacked.;4;3;2;5;Any comments?
<br><br> Ken: Fuck you, you pimp <br><br> Greg: What? <br><br> Ken: Fuck you man, I want my money back <br><br> Greg: Was your account hacked by some prankster? <br><br> Ken: No, I'm the prankster, just having a laugh at your expense <br><br> Greg: Well, fuck you too then XD <br> -------------------------------------------------------------------------------------------------- <br><font color='blue'> Summary: </font> Ken wants his money back from Greg. Ken is a prankster.;4;3;3;5;Any comments?
<br><br> Ken: Fuck you, you pimp <br><br> Greg: What? <br><br> Ken: Fuck you man, I want my money back <br><br> Greg: Was your account hacked by some prankster? <br><br> Ken: No, I'm the prankster, just having a laugh at your expense <br><br> Greg: Well, fuck you too then XD <br> -------------------------------------------------------------------------------------------------- <br><font color='blue'> Summary: </font> Ken wants his money back from Greg. Ken is a prankster.;4;3;3;5;Any comments?
<br><br> Ken: Fuck you, you pimp <br><br> Greg: What? <br><br> Ken: Fuck you man, I want my money back <br><br> Greg: Was your account hacked by some prankster? <br><br> Ken: No, I'm the prankster, just having a laugh at your expense <br><br> Greg: Well, fuck you too then XD <br> -------------------------------------------------------------------------------------------------- <br><font color='blue'> Summary: </font> Ken wants his money back from Greg . Ken is a prankster .;5;3;3;5;Any comments?
<br><br> Ken: Fuck you, you pimp <br><br> Greg: What? <br><br> Ken: Fuck you man, I want my money back <br><br> Greg: Was your account hacked by some prankster? <br><br> Ken: No, I'm the prankster, just having a laugh at your expense <br><br> Greg: Well, fuck you too then XD <br> -------------------------------------------------------------------------------------------------- <br><font color='blue'> Summary: </font> Ken wants his money back from Greg.;4;3;2;5;Any comments?
<br><br> Ken: Fuck you, you pimp <br><br> Greg: What? <br><br> Ken: Fuck you man, I want my money back <br><br> Greg: Was your account hacked by some prankster? <br><br> Ken: No, I'm the prankster, just having a laugh at your expense <br><br> Greg: Well, fuck you too then XD <br> -------------------------------------------------------------------------------------------------- <br><font color='blue'> Summary: </font> Ken wants his money back from Greg.;4;3;2;5;Any comments?
<br><br> Adam: hi Mum! <br><br> Hannah: Hello, ready for your flight? <br><br> Adam: yes, just finished packing <br><br> Adam: can you remind Dad that the plane was rescheduled and will arrive one hour later? <br><br> Adam: there's no point for him to wait that long at the airport <br><br> Hannah: Sure, I will. <br><br> Hannah: Do you want anything special for dinner tomorrow? <br><br> Adam: nah, I'm fine with anything you'll prepare <br><br> Adam: especially if you compare it to what I'm eating on a daily basis :) <br><br> Hannah: Alright. <br><br> Hannah: Can't wait to see you! <br><br> Adam: I'll be there in less than 24 hours :) <br><br> Adam: I'm sure you can wait <br><br> Hannah: It's been half a year since your last visit, so don't be surprised! <br><br> Adam: I'm not <br><br> Adam: I miss you all as well <br><br> Adam: see you tomorrow! <br><br> Hannah: Bye! Have a safe flight! <br> -------------------------------------------------------------------------------------------------- <br><font color='blue'> Summary: </font> adam hasn't visited his parents in six months and is coming over tomorrow . his flight will land an hour later than originally scheduled . hannah will let dad know .;5;5;5;5;Any comments?
<br><br> Adam: hi Mum! <br><br> Hannah: Hello, ready for your flight? <br><br> Adam: yes, just finished packing <br><br> Adam: can you remind Dad that the plane was rescheduled and will arrive one hour later? <br><br> Adam: there's no point for him to wait that long at the airport <br><br> Hannah: Sure, I will. <br><br> Hannah: Do you want anything special for dinner tomorrow? <br><br> Adam: nah, I'm fine with anything you'll prepare <br><br> Adam: especially if you compare it to what I'm eating on a daily basis :) <br><br> Hannah: Alright. <br><br> Hannah: Can't wait to see you! <br><br> Adam: I'll be there in less than 24 hours :) <br><br> Adam: I'm sure you can wait <br><br> Hannah: It's been half a year since your last visit, so don't be surprised! <br><br> Adam: I'm not <br><br> Adam: I miss you all as well <br><br> Adam: see you tomorrow! <br><br> Hannah: Bye! Have a safe flight! <br> -------------------------------------------------------------------------------------------------- <br><font color='blue'> Summary: </font> Adam: I'll be there in less than 24 hours :) Adam: I'm sure you can wait Hannah: It's been half a year since your last visit, so don't be surprised! Adam: nah, I'm fine with anything you'll prepare Adam: especially if you compare it to what I'm eating on a daily basis :) Hannah: Alright. Adam: yes, just finished packing Adam: can you remind Dad that the plane was rescheduled and will arrive one hour later?;1;5;2;3;Any comments?
